Title,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Duration,Level
strategic sourcing,business,leadership management,course,english,subtitle french portuguese european russian english spanish,,klock,approx 5 hour complete,
survival analysis r public health,health,public health,course,english,subtitle french portuguese european russian english spanish,understand common way choose predictor go regression model run interpret kaplan-meier curve r construct cox regression model r,alex bottle,approx 11 hour complete,
blockchain platform,computer science,software development,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,hyperledger microsoft azure blockchain platform grid+ augur,bina ramamurthy,approx 16 hour complete,
trauma emergency care,health,patient care,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,denture foam toe decontamination,arthur pliaconis,approx 11 hour complete,
supplier management,business,leadership management,course,english,subtitle french portuguese european russian english spanish,,klock,approx 8 hour complete,
communicating group team,personal development,personal development,course,english,subtitle english,using active listening team getting giving group feedback reacting productively conflict facilitating group meeting maximizing productive team culture,careercatalyst,approx 9 hour complete,
clinical natural language processing,data science,data analysis,course,english,subtitle english,,laura k. wiley phd,approx 12 hour complete,
adapt leadership style,business,leadership management,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,communication staff management leadership development,dr richard claydon,approx 31 hour complete,
social technical context health informatics,health,health informatics,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,health digital health health informatics decision analysis informatics,harold p. lehmann md ph.d,approx 9 hour complete,
introduction scrum master training,computer science,design product,course,english,subtitle english,,jim sullivan,approx 9 hour complete,
finance climate change,business,finance,course,english,subtitle english,understand climate change risk exposure affect corporate decision value map financial risk opportunity climate change understand instrument investment fund solution finance clean technology clean energy ass climate change impact financial intermediary systemic risk,gianfranco gianfrate edhec business school,approx 7 hour complete,
securing linux system,computer science,software development,course,english,subtitle english,cybersecurity information technology linux,aspen olmsted,approx 13 hour complete,
graphic design,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,graphic typography presentation graphic design,david underwood,approx 29 hour complete,
motor motor control circuit,physical science engineering,electrical engineering,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,jay mendelson,approx 36 hour complete,
guitar scale chord progression,art humanity,music art,course,english,subtitle french portuguese european russian english spanish,tablature music notation guitar scale guitar chord guitar,amanda monaco,approx 14 hour complete,
communicating business analytics result,data science,data analysis,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,,manuel laguna,approx 7 hour complete,
practical machine learning,data science,machine learning,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,random forest machine learning ml algorithm machine learning r programming,jeff leek phd,approx 8 hour complete,
运营管理概论（中文版）,business,business strategy,course,chinese simplified,subtitle chinese simplified english spanish,,christian terwiesch,approx 12 hour complete,
transition care survivorship hospice,health,patient care,course,english,subtitle english,survivorship spiritual distress hospice,kavitha ramchandran,approx 10 hour complete,
marketing plan,business,marketing,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish persian,marketing plan market analysis planning marketing strategy,ramon diaz-bernardo,approx 16 hour complete,
preventative healthcare newborn baby,health,patient care,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,daniel nicklas,approx 15 hour complete,
guided imagery,health,research,course,english,subtitle french portuguese european italian russian english spanish,wellbeing symptom management healthcare stress management pain management,susan thompson dnp,approx 16 hour complete,
health data science foundation,data science,machine learning,course,english,subtitle english,graph unsupervised learning autoencoder deep learning,jimeng sun,approx 24 hour complete,
introduction cloud computing,information technology,cloud computing,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,cloud native devops iaa paas saas hybrid multicloud cloud computing,rav ahuja,approx 12 hour complete,
supply chain planning,business,business strategy,course,english,subtitle english,demand planning data analysis supply chain constrained forecast supply planning,paul jan,approx 5 hour complete,
compensation expense quota,business,leadership management,course,english,subtitle french portuguese european vietnamese russian english spanish,,emily c. tanner ph.d,approx 10 hour complete,
data science,data science,data analysis,course,english,subtitle arabic french portuguese european italian vietnamese german russian turkish english spanish,data science deep learning machine learning big data data mining,rav ahuja,approx 7 hour complete,
writing editing drafting,personal development,personal development,course,english,subtitle arabic french portuguese european italian vietnamese german javanese russian english spanish,persuasion creativity writing time management editing,patrick barry,approx 13 hour complete,
regression model,data science,probability statistic,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,model selection generalized linear model linear regression regression analysis,brian caffo phd,approx 53 hour complete,
react basic,computer science,mobile web development,course,english,subtitle english,web application front-end web development react web framework application development,taught meta staff,approx 26 hour complete,
financial acumen non-financial manager,business,business essential,course,english,subtitle french portuguese european russian english spanish,,richard lambert,approx 8 hour complete,
real-time cyber threat detection mitigation,computer science,computer security network,course,english,subtitle english,,dr. edward g. amoroso,approx 15 hour complete,
accounting analysis measurement disclosure asset,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,gregory l. davis cpa cma cfm ccm,approx 18 hour complete,
sale pitch closing,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,craig wortmann,approx 13 hour complete,
new model business society,business,leadership management,course,english,subtitle arabic french portuguese european italian portuguese brazilian vietnamese german russian english spanish,business model management stakeholder theory environmental economics entrepreneurship,r. edward freeman,approx 5 hour complete,
aws cloud technical essential,information technology,cloud computing,course,english,subtitle english,aws identity access management networking aws aws management console cloud computing aws security,morgan willis,approx 24 hour complete,
financial accounting foundation,business,finance,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,financial accounting accounting accrual financial statement,oktay urcan,approx 14 hour complete,
leadership social influence,business,leadership management,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,communication negotiation leadership communication management,daniel j. ’ keefe,approx 4 hour complete,
google sheet,information technology,cloud computing,course,english,subtitle english,,google cloud training,approx 3 hour complete,
palliative care always capstone course,health,patient care,course,english,subtitle english,advance care planning patient-centered care palliative care psychosocial support,kavitha ramchandran,approx 13 hour complete,
physic 102 magnetic field faraday 's law,physical science engineering,physic astronomy,course,english,subtitle english,electronic circuit physic force field problem solving electrical engineering,jason hafner,approx 25 hour complete,
introduction fpga design embedded system,physical science engineering,electrical engineering,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,primality test verilog digital design static timing analysis,timothy scherr,approx 18 hour complete,
introduction spreadsheet model,business,business essential,course,english,subtitle arabic french portuguese european italian portuguese brazilian vietnamese german russian english spanish,monte carlo method microsoft excel linear programming lp solver,huesman,approx 5 hour complete,
business writing,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,grammar communication business writing writing,dr. quentin mcandrew,approx 12 hour complete,
computer work,computer science,computer security network,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,prof marco gillie,approx 10 hour complete,
art music production,art humanity,music art,course,english,subtitle english,audio production music music production songwriting music recording,stephen webber,approx 14 hour complete,
customer analytics,business,business strategy,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,predictive analytics customer analytics regression analysis marketing performance measurement management,eric bradlow,approx 11 hour complete,
publishing visualization r shiny flexdashboard,data science,data analysis,course,english,subtitle english,,collin paschall,approx 11 hour complete,
planning auditing maintaining enterprise system,information technology,security,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,greg williams,approx 12 hour complete,
tensorflow google cloud,data science,machine learning,course,english,subtitle english,machine learning python programming build input data pipeline tensorflow kera,google cloud training,approx 15 hour complete,
browser-based model tensorflow.js,computer science,software development,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,convolutional neural network machine learning tensorflow object detection tensorflow.js,laurence moroney,approx 17 hour complete,
introduction abnormal psychology,health,psychology,course,english,subtitle english,,jen d'andrea,approx 14 hour complete,
system biology biotechnology capstone,physical science engineering,research method,course,english,subtitle english,,ravi iyengar phd,approx 2 hour complete,
database sql data science python,data science,data analysis,course,english,subtitle english arabic persian,cloud database python programming jupyter notebook relational database management system rdbms sql,rav ahuja,approx 39 hour complete,
3d printing application,business,entrepreneurship,course,english,subtitle french portuguese european russian english spanish,,vishal sachdev,approx 20 hour complete,
fintech transformation financial service,business,leadership management,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,open banking financial technology crowdfunding peer-to-peer lending,jonas hedman,approx 19 hour complete,
bioinformatic method ii,health,health informatics,course,english,subtitle english,,nicholas james provart,approx 18 hour complete,
fundamental visualization tableau,data science,data analysis,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,tableau software data virtualization data visualization dataviz visualization computer graphic,desiree abbott,approx 10 hour complete,
dense gas liquid solid,physical science engineering,mechanical engineering,course,english,subtitle french portuguese european russian english spanish,gas solid thermodynamics liquid mechanical engineering,john w. daily,approx 5 hour complete,
social computing,social science,governance society,course,english,subtitle arabic french portuguese european chinese simplified italian portuguese brazilian vietnamese german russian english spanish,,scott klemmer,approx 9 hour complete,
private cloud management ibm power system,information technology,cloud computing,course,english,subtitle english,ibm powervc infrastructure service openstack cloud computing ibm cloud,bill miller,approx 13 hour complete,
scrum master certification scrum methodology,computer science,design product,course,english,subtitle english,,jim sullivan,approx 8 hour complete,
data scientist ’ toolbox,data science,data analysis,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,data science github r programming rstudio,jeff leek phd,approx 18 hour complete,
3d printing capstone,business,entrepreneurship,course,english,subtitle arabic french portuguese european javanese russian english spanish,,alex larson,approx 5 hour complete,
superbosses managing talent leadership,business,leadership management,course,english,subtitle english,people development influencing leadership management leadership development growth strategy,sydney finkelstein,approx 17 hour complete,
python project ai application development,computer science,software development,course,english,subtitle english,artificial intelligence ai web application python programming application development flask,ramesh sannareddy,approx 7 hour complete,
creativity toolkit changing perspective,business,entrepreneurship,course,english,subtitle english arabic,emotional intelligence personal productivity adaptibility problem solving knowledge human behavior,jeffrey loewenstein,approx 20 hour complete,
network security,information technology,security,course,english,subtitle english,cyberattacks network security threat,isc ² education training,approx 8 hour complete,
design principle introduction,computer science,design product,course,english,subtitle arabic french portuguese european chinese simplified italian portuguese brazilian vietnamese german russian turkish english spanish japanese,a/b testing user experience ux user experience design uxd user interface,scott klemmer,approx 12 hour complete,
corporate finance essential ii,business,finance,course,english,subtitle english,bond corporate finance dividend policy stock market efficiency,javier estrada,approx 7 hour complete,
social,business,marketing,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish japanese,social marketing social network social medium marketing social medium,randy hlavac,approx 7 hour complete,
preparing manage human resource,business,leadership management,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,human resource hr resource management hr strategy,john w. budd,approx 17 hour complete,
digital marketing analytics practice,data science,data analysis,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,analytics digital marketing marketing analytics marketing performance,kevin hartman,approx 20 hour complete,
accounting data analytics python,data science,data analysis,course,english,subtitle english,python programming data visualization dataviz linear regression sql data preparation,ronald guymon,approx 41 hour complete,
vector calculus engineer,math logic,math logic,course,english,subtitle english,,jeffrey r. chasnov,approx 29 hour complete,
control flow rpa,computer science,software development,course,english,subtitle english,error handling approach activity control flow activity loop studio sequence flowchart decision making,uipath,approx 10 hour complete,
cloud machine learning engineering mlops,information technology,cloud computing,course,english,subtitle english,,noah gift,approx 12 hour complete,
data visualization capstone,data science,data analysis,course,english,subtitle english,,collin paschall,approx 21 hour complete,
human-centered design introduction,computer science,design product,course,english,subtitle arabic french portuguese european chinese simplified italian portuguese brazilian vietnamese korean german russian english spanish,rapid prototyping storyboarding heuristic evaluation paper prototyping,scott klemmer,approx 14 hour complete,
introduction biology biodiversity,physical science engineering,environmental science sustainability,course,english,subtitle english,,scott solomon,approx 22 hour complete,
foundation diversity equity inclusion,business,business essential,course,english,subtitle english,emotional intelligence social justice business psychology cross-cultural communication critical thinking,sam mejias,approx 11 hour complete,
structure building frame business growth,business,entrepreneurship,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,ken szymusiak,approx 9 hour complete,
introduction artificial intelligence ai,data science,machine learning,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,data science deep learning artificial intelligence ai job machine learning,rav ahuja,approx 9 hour complete,
digital fashion reality,business,business strategy,course,english,subtitle english,metaverse blockchain fashion avatar creation digitalization fashion phygitalization combining physical digital,sean chile,approx 17 hour complete,
shortest path revisited np-complete problem,computer science,algorithm,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,data structure algorithm np-completeness dynamic programming,tim roughgarden,approx 13 hour complete,
construction cost estimating cost control,business,business strategy,course,english,subtitle french portuguese european russian english spanish,cash flow cost cost control cost estimate,ibrahim odeh ph.d. mba,approx 19 hour complete,
sesenta años de inteligencia artificial,computer science,algorithm,course,spanish,subtitle spanish,,carlos gershenson,approx 5 hour complete,
securing investment return long run,business,finance,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,investment management sustainability finance socially responsible investing,university geneva- tony berrada,approx 7 hour complete,
introduction networking storage,information technology,networking,course,english,subtitle english,cloud storage network troubleshooting network architecture networking hardware wireless network,skill network,approx 12 hour complete,
supply market analysis,business,leadership management,course,english,subtitle french portuguese european javanese russian english spanish,,klock,approx 5 hour complete,
clinical trial analysis monitoring presentation,health,public health,course,english,subtitle english,data analysis communication sample size determination monitoring research method,janet holbrook phd mph,approx 4 hour complete,
corporate finance measuring promoting value creation,business,finance,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,corporate finance project finance merger acquisition,heitor almeida,approx 23 hour complete,
devops aws code build test,computer science,software development,course,english,subtitle english,devops test automation aws cloud,rafael lope,approx 3 hour complete,
cluster analysis data mining,data science,data analysis,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,cluster analysis data clustering algorithm k-means clustering hierarchical clustering,jiawei han,approx 16 hour complete,
entrepreneurship 3 growth strategy,business,entrepreneurship,course,english,subtitle english,strategic management growth strategy marketing entrepreneurship,kartik hosanagar,approx 8 hour complete,
mediation conflict resolution,business,leadership management,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,alan jenkins,approx 14 hour complete,
writing editing revising,personal development,personal development,course,english,subtitle arabic french portuguese european italian portuguese brazilian vietnamese german javanese russian english spanish,persuasion creativity writing time management editing,patrick barry,approx 13 hour complete,
game design development 5 capstone project,computer science,software development,course,english,subtitle english,video game development unity game design technology game making,brian winn,approx 17 hour complete,
introduction financial accounting,business,business essential,course,english,subtitle arabic french portuguese european chinese simplified italian vietnamese german russian english spanish japanese,financial accounting accounting financial statement balance sheet,brian j bushee,approx 13 hour complete,
infrastructure application modernization google cloud,business,business strategy,course,english,subtitle english,,google cloud training,approx 2 hour complete,
introduction data analysis using excel,data science,data analysis,course,english,subtitle tamil arabic french portuguese european italian vietnamese german russian english spanish,lookup table data analysis microsoft excel pivot table,sharad borle,approx 24 hour complete,
build professional eportfolio english,language learning,learning english,course,english,subtitle arabic french portuguese european italian vietnamese german russian turkish english spanish hindi,,karen peterson,approx 13 hour complete,
prediction control function approximation,data science,machine learning,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,artificial intelligence ai machine learning reinforcement learning function approximation intelligent system,martha white,approx 21 hour complete,
inferential predictive statistic business,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,statistical inference statistical analysis statistical hypothesis testing,fataneh taghaboni-dutta ph.d. pmp csm cspo,approx 19 hour complete,
six sigma tool define measure,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese german russian indonesian english spanish romanian,,christina scherrer phd,approx 8 hour complete,
genome assembly programming challenge,computer science,algorithm,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,data structure algorithm algorithm design string computer science,neil rhodes,approx 17 hour complete,
songwriting writing lyric,art humanity,music art,course,english,subtitle french portuguese european russian english spanish,music music recording poetry songwriting,pat pattison,approx 16 hour complete,
business social,business,marketing,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,social marketing social medium marketing social medium a/b testing,randy hlavac,approx 6 hour complete,
managing big data cluster cloud storage,data science,data analysis,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,data management distributed file system cloud storage big data sql,ian cook,approx 20 hour complete,
sampling people network record,health,psychology,course,english,subtitle english spanish,,james lepkowski,approx 25 hour complete,
advanced competitive strategy,business,business strategy,course,english,subtitle arabic french portuguese european chinese simplified italian portuguese brazilian vietnamese german russian english spanish,pricing strategic management marketing competitiveness,tobias kretschmer,approx 11 hour complete,
digital thread implementation,physical science engineering,mechanical engineering,course,english,subtitle french portuguese european russian english spanish,,ken english,approx 20 hour complete,
enterprise infrastructure security,computer science,computer security network,course,english,subtitle english,,dr. edward g. amoroso,approx 14 hour complete,
guitar chord voicing playing neck,art humanity,music art,course,english,subtitle english,playing guitar music music notation guitar chord guitar,rick peckham,approx 10 hour complete,
professional selling step 2 prepare like high-performer,business,marketing,course,english,subtitle english,utilize method talking engaging lead strategize gain qualified lead referral establish need problem need solution prospect differentiate trait make good prospect bad prospect track conversion ratio,terry loe,approx 10 hour complete,
robotics capstone,physical science engineering,mechanical engineering,course,english,subtitle english,python programming robotics raspberry pi matlab,sid deliwala,approx 26 hour complete,
planning principled proposing proofing practicing success plan,business,entrepreneurship,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,ken szymusiak,approx 22 hour complete,
project valuation capital budgeting process,business,leadership management,course,english,subtitle english,project valuation npv irr payback period creating compelling project business case discounted cash flow analysis project selection technique,michael j. readey ph.d,approx 17 hour complete,
scrum master certification scaling agile team-of-teams,computer science,software development,course,english,subtitle english,,jim sullivan,approx 5 hour complete,
fundamental hotel distribution,business,business strategy,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,hospitality management revenue management hospitality management study hotel management,peter o'connor,approx 15 hour complete,
visual element user interface design,art humanity,music art,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,user interface design ui design user experience ux graphic design,michael worthington,approx 16 hour complete,
intercultural communication conflict resolution,business,business essential,course,english,subtitle arabic french portuguese european greek italian vietnamese german russian english spanish,,najla debow,approx 5 hour complete,
effective communication capstone project,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,communication design presentation communication public speaking business writing,david underwood,approx 13 hour complete,
python data science ai development,data science,data analysis,course,english,subtitle english korean arabic,data science python programming data analysis panda numpy,joseph santarcangelo,approx 20 hour complete,
cybersecurity capstone breach response case study,information technology,security,course,english,subtitle french portuguese european russian english spanish,security analyst cybersecurity cyber attack computer security incident management breach security exploit,ibm security learning service,approx 15 hour complete,
pixel art video game,art humanity,music art,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,andrew dennis,approx 9 hour complete,
ai fundamental non-data scientist,business,leadership management,course,english,subtitle english,,kartik hosanagar,approx 7 hour complete,
introduction marketing,business,marketing,course,english,subtitle arabic french portuguese european chinese simplified italian vietnamese german russian english spanish,positioning marketing marketing marketing strategy customer satisfaction,barbara e. kahn,approx 10 hour complete,
accounting analytics,business,finance,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish mongolian,accounting analytics earnings management finance,brian j bushee,approx 9 hour complete,
python machine-learning asset management alternative data set,business,finance,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,advanced vizualisation basic consuption-based alternative data text mining methodology web-scritpting tool,gideon ozik,approx 20 hour complete,
introduction cybersecurity tool cyber attack,information technology,cloud computing,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,information security infosec ibm new collar malware cybersecurity cyber attack,ibm security learning service,approx 16 hour complete,
evaluating design user,computer science,design product,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,user research human computer interaction user experience ux user experience design uxd,mark newman,approx 8 hour complete,
geospatial environmental analysis,physical science engineering,environmental science sustainability,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,nick santos,approx 13 hour complete,
using python access web data,computer science,software development,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,json xml python programming web scraping,charles russell severance,approx 19 hour complete,
cyber threat intelligence,information technology,security,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,application security threat intelligence network defensive tactic security analyst cybersecurity,ibm security learning service,approx 26 hour complete,
agile analytics,computer science,design product,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,software development product management agile software development,alex cowan,approx 14 hour complete,
business english meeting,language learning,learning english,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,professional english language meeting writing,richard moore,approx 23 hour complete,
hands-on introduction linux command shell scripting,computer science,software development,course,english,subtitle english,shell script bash unix shell linux,rav ahuja,approx 12 hour complete,
immunology immune failure cancer immunology,health,basic science,course,english,subtitle english,immunology tumour immunity autoimmunity infectious disease,malgorzata maggie trela,approx 6 hour complete,
conflict resolution skill,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese korean german russian english spanish,active listening communication management collaboration,najla debow,approx 4 hour complete,
strategist 's challenge,business,leadership management,course,english,subtitle english,strategy swot analysis value proposition competitiveness,jared harris,approx 5 hour complete,
gmail,information technology,cloud computing,course,english,subtitle english,,google cloud training,approx 3 hour complete,
basic data descriptor statistical distribution application business decision,data science,data analysis,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,statistic statistical analysis normal distribution poisson distribution,sharad borle,approx 20 hour complete,
clinical trial data management quality assurance,health,public health,course,english,subtitle english,data management statistical analysis clinical data management data collection monitoring,janet holbrook phd mph,approx 6 hour complete,
advertising e-commerce tiktok,business,marketing,course,english,subtitle english,marketing plan market analysis social medium marketing e-commerce,anke audenaert,approx 3 hour complete,
introduction biology evolution,physical science engineering,environmental science sustainability,course,english,subtitle english,,scott solomon,approx 11 hour complete,
ielts writing section skill mastery,language learning,learning english,course,english,subtitle english,,jay daniyarova,approx 6 hour complete,
fundamental data visualization,data science,data analysis,course,english,subtitle english,evaluation design visualizing data altair user-centered design create basic visualization match data user need task analysis define element data analysis and/or communication problem,danielle szafir,approx 14 hour complete,
introduction software programming database,computer science,software development,course,english,subtitle english,software development process database management fundamental software application development computer programming,skill network,approx 17 hour complete,
developing interpersonal skill,personal development,personal development,course,english,subtitle english,listening skill people management soft skill communication organizational conflict,skill network,approx 3 hour complete,
blockchain business model,business,finance,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish japanese,cryptocurrency blockchains business model disruptive innovation innovation,cam harvey,approx 12 hour complete,
business english capstone project,language learning,learning english,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,richard moore,approx 30 hour complete,
web design strategy information architecture,art humanity,music art,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,adobe illustrator adobe indesign treejack,roman jaster,approx 11 hour complete,
herramientas de gestión de proyectos de desarrollo,social science,governance society,course,spanish,subtitle spanish,control de proyecto gestión de proyectos sostenibilidad gestión de recursos humanos manejo del tiempo,claudia useche,approx 14 hour complete,
inventory analytics,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,inventory control data analysis sale operation planning supply chain,yao zhao,approx 9 hour complete,
probabilistic graphical model 3 learning,data science,machine learning,course,english,subtitle french portuguese european russian english spanish,algorithm expectation–maximization em algorithm graphical model markov random field,daphne koller,approx 66 hour complete,
introduction clinical data,data science,data analysis,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,,nigam shah,approx 11 hour complete,
patient safety quality improvement developing system view patient safety,health,healthcare management,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,patient care system thinking quality improvement,melinda sawyer,approx 5 hour complete,
c programming pointer memory management 4,computer science,software development,course,english,subtitle english,computer programming c programming,rémi sharrock,approx 7 hour complete,
accounting merger acquisition foundation,business,finance,course,english,subtitle english,,oktay urcan,approx 8 hour complete,
non-equilibrium application statistical thermodynamics,physical science engineering,mechanical engineering,course,english,subtitle french portuguese european russian english spanish,gas solid thermodynamics liquid mechanical engineering,john w. daily,approx 7 hour complete,
google meet google chat en español,information technology,cloud computing,course,spanish,subtitle spanish english,stream retain email upload,google cloud training,approx 2 hour complete,
administración para obtener resultados,business,leadership management,course,spanish,subtitle spanish,,patricia benítez corona,approx 11 hour complete,
strategic innovation building sustaining innovative organization,business,marketing,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,business model innovation business value innovation management,raj echambadi,approx 14 hour complete,
modeling design mechanical engineer autodesk fusion 360,physical science engineering,mechanical engineering,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,autodesk computer-aided design cad fusion 360 mechanical engineering modeling,autodesk,approx 18 hour complete,
building managing superior skill,personal development,personal development,course,english,subtitle arabic french portuguese european vietnamese russian english spanish,self-assessment skill management self-coaching competence human resource competitiveness,dr. valeri chukhlomin,approx 15 hour complete,
excel skill business essential,business,business essential,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish hungarian,graph spreadsheet microsoft excel chart,nicky bull,approx 26 hour complete,
agile leader training,business,leadership management,course,english,subtitle english hungarian,,oxana trotsenko,approx 15 hour complete,
java android,computer science,mobile web development,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,logic programming android studio java programming object-oriented programming oop,dr. jerry roth,approx 38 hour complete,
is/it governance,information technology,support operation,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,management skill knowledge finance accounting skill knowledge,gautam ray,approx 10 hour complete,
leading developing top talent,business,leadership management,course,english,subtitle english,attract retain diverse team employee increase collaboration implementing strategy team performance understand purpose importance developing team culture promote effective communication individual group member ensure accountability diversity inclusion effort sense belonging,dr andrew campbell,approx 21 hour complete,
advanced topic future trend database technology,information technology,data management,course,english,subtitle english,database dbms data warehousing nosql big data database administration,di wu,approx 16 hour complete,
medical terminology,health,basic science,course,english,subtitle english,,laura s. kabiri,approx 14 hour complete,
introduction cloud computing,information technology,cloud computing,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,cloud native devops iaa paas saas hybrid multicloud cloud computing,rav ahuja,approx 12 hour complete,
data manipulation rpa,computer science,software development,course,english,subtitle english,data manipulation uipath list dictionary rpa,uipath,approx 9 hour complete,
natural language processing attention model,data science,machine learning,course,english,subtitle english japanese,reformer model neural machine translation chatterbot t5+bert model attention model,younes bensouda mourri,approx 35 hour complete,
digitalisation aeronautics,physical science engineering,mechanical engineering,course,english,subtitle french portuguese european russian english spanish,,klaus drechsler,approx 9 hour complete,
essential corporate finance capstone,business,finance,course,english,subtitle french portuguese european russian english spanish,,paul kofman,approx 9 hour complete,
nut bolt public relation,business,marketing,course,english,subtitle english,press release public relation branding influencers,erin willis,approx 4 hour complete,
digital medium marketing strategy,business,marketing,course,english,subtitle english,digital marketing social medium content marketing search marketing brand communication,mike yao,approx 20 hour complete,
uipath orchestrator capstone project,computer science,software development,course,english,subtitle english,asset uipath orchestrator orchestrator user interface queue,uipath,approx 6 hour complete,
agile organization,business,leadership management,course,english,subtitle english,,oxana trotsenko,approx 9 hour complete,
speaking presenting tact,personal development,personal development,course,english,subtitle english,empathy respect verbal dexterity good judgment,patrick barry,approx 9 hour complete,
using javascript jquery json django,computer science,mobile web development,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,document object model dom jquery many-to-many data modeling json javascript,charles russell severance,approx 19 hour complete,
leadership marketing,business,leadership management,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,advertising data analysis analytics marketing,greg carpenter,approx 7 hour complete,
introduction machine learning production,data science,machine learning,course,english,subtitle english french,human-level performance hlp concept drift model baseline project scoping design ml deployment challenge,andrew ng,approx 11 hour complete,
fundamental macroscopic microscopic thermodynamics,physical science engineering,mechanical engineering,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,mechanical engineering chemistry fluid mechanic quantum mechanic,john w. daily,approx 9 hour complete,
hypothesis-driven development,computer science,design product,course,english,subtitle arabic french portuguese european italian vietnamese german russian english spanish,usability testing continuous delivery hypothesis-driven development lean startup,alex cowan,approx 10 hour complete,
